nama,harga,category,gambar,link_product,product_type,color_and_material,size
EILIF,1499000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/319/0931994_PE791335_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/298/0929841_PE790492_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/eilif-art-80482778,sekat untuk meja, abu-abu, 160x48 cm
EILIF,799000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/602/1160290_PE888843_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/298/0929831_PE790484_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/eilif-art-60482784,sekat untuk meja, abu-abu, 80x48 cm
EILIF,2549000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/183/0918333_PE786223_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/135/0913517_PE783633_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/eilif-spr-39387473,layar berdiri bebas, abu-abu/hitam, 80x150 cm
FLINTAN,250000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/071/1007197_PE825953_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/072/1007241_PE825960_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/flintan-art-60489035,sepasang sandaran lengan, hitam,
MITTZON,375000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/455/1245547_PE921662_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/451/1245107_PE921486_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/mittzon-art-60528640,rak pajangan untuk rangka beroda, putih, 80x4 cm
MITTZON,175000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/455/1245536_PE921660_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/450/1245053_PE921461_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/mittzon-art-20528642,rel pakaian untuk rangka beroda, putih, 80 cm
FLINTAN,250000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/179/1317935_PE940749_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/311/1331133_PE945906_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/flintan-art-60592565,sepasang sandaran lengan, abu-abu,
LÄKTARE,400000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/871/1187169_PE899072_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/885/1188531_PE899491_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/laktare-art-50527995,sarung kursi, Gunnared abu-abu medium,
IDÅSEN,4095000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/436/0943689_PH170618_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/365/0736569_PE740623_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/idasen-spr-09281034,meja, hitam/krem, 160x80 cm
IDÅSEN,3795000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/323/0932306_PE791409_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/374/0937461_PE793745_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/idasen-spr-09395889,meja, cokelat/krem, 140x70x105 cm
MITTZON,8199000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/055/1205597_PE907160_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/1213084_PE910913_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-09527408,meja duduk/berdiri, elektrik veneer kayu walnut/putih, 120x60 cm
MITTZON,2299000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/865/1286559_PE933611_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/127/1212787_PE910770_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-09530627,meja rapat, veneer kayu birch/putih, 120x68x105 cm
MITTZON,8599000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/058/1205835_PE907245_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/131/1213109_PE910928_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-09543045,meja duduk/berdiri, elektrik veneer kayu walnut/putih, 120x80 cm
GRÖNFJÄLL,1200000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/733/1273318_PE929997_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/206/1220666_PE913515_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/gronfjall-art-10503473,sandaran kepala, Letafors abu-abu/hitam,
LÄKTARE,400000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/871/1187165_PE899069_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/885/1188527_PE899487_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/laktare-art-10527997,sarung kursi, Gunnared krem muda,
IDÅSEN,10695000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/349/0734935_PE739669_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/239/1123987_PE874957_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/idasen-spr-19280944,meja duduk/berdiri, hitam/abu-abu tua, 120x70 cm
IDÅSEN,3595000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/555/0855539_PE733179_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/365/0736568_PE740622_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/idasen-spr-29281028,meja, cokelat/abu-abu tua, 120x70 cm
GALANT,17598000,"{' Ruang kerja kantor', ' Penyimpanan kantor ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/519/0651942_PE707221_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/559/0855960_PE714421_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/penyimpanan-kantor/galant-spr-29285615,kombnsi pnyimpanan dg pintu geser, putih, 320x120 cm
TROTTEN,1999000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/542/1054217_PE847597_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/210/1021000_PE832028_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/trotten-spr-29429609,meja, putih/antrasit, 80x80 cm
MITTZON,3199000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/732/1273285_PE929969_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/060/1206012_PE907340_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-29526021,meja, veneer kayu walnut/putih, 120x60 cm
MITTZON,2499000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/155/1215568_PE912062_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/448/1244853_PE921310_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-29533007,meja rapat, veneer kayu walnut/putih, 140x68x75 cm
TROTTEN/MATCHSPEL,3798000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/1246231_PE922051_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/1246232_PE922050_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/trotten-matchspel-spr-29537699,meja dan kursi, putih/abu-abu muda,
TROTTEN/MATCHSPEL,3798000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/1246229_PE922049_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/1246230_PE922048_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/trotten-matchspel-spr-29537864,meja dan kursi, krem/putih abu-abu muda,
LÅNGFJÄLL,2499000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/532/0853244_PE607380_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/254/0725487_PE734878_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/langfjall-spr-39177578,kursi rapat, Gunnared biru/hitam,
LÅNGFJÄLL,2999000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Kursi kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/547/0854739_PE607553_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/254/0725494_PE734881_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/kursi-kantor/langfjall-spr-39177903,kursi konferensi dg sandaran tangan, Gunnared biru/hitam,
MITTZON,2699000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/158/1215860_PE912240_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/427/1242766_PE920380_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-39533059,meja rapat, veneer kayu birch/putih, 140x68x105 cm
TROTTEN/MATCHSPEL,4598000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/1246242_PE922056_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/1246241_PE922057_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/trotten-matchspel-spr-39537769,meja dan kursi, krem/putih abu-abu muda,
GALANT,19998000,"{' Ruang kerja kantor', ' Penyimpanan kantor ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/556/0855634_PE709837_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/519/0651951_PE707224_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/penyimpanan-kantor/galant-spr-49285619,kombnsi pnyimpanan dg pintu geser, veneer kayu ash diwarnai hitam, 320x120 cm
MITTZON,3698000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/434/1243420_PE920614_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/128/1212817_PE910789_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-spr-49532605,meja rapat, veneer kayu walnut/putih, 120x108x75 cm
MITTZON,1200000,"{' Ruang kerja kantor', ' Ruang kerja ', ' Meja kerja kantor ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/127/1212790_PE910771_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/129/1212992_PE910873_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/meja-kerja-kantor/mittzon-art-50527981,rangka bag bwh u meja konferensi, putih, 120x68x103 cm
MITTZON,1995000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/719/1271927_PE929628_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/865/1286538_PE933593_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/mittzon-art-50528216,sekat akustik untuk meja, Gunnared krem, 90x72 cm
MITTZON,2195000,"{' Sekat meja dan pemisah ruangan ', ' Ruang kerja ', 'Showroom ', ' Ruang kerja kantor'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/486/1248678_PE923193_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/719/1271911_PE929617_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-kantor/sekat-meja-dan-pemisah-ruangan/mittzon-art-50528645,layar akustik dg bingkai & roda, Gunnared krem, 85x193x5 cm
SKUBB,89900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/043/1204330_PE906690_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/907/1190772_PE900309_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/skubb-art-20428553,kotak, putih, set isi 6
SKÅDIS,329000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/106/0710683_PE727709_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/658/1165861_PE890994_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-90321619,papan berlubang, putih, 76x56 cm
SAMLA,139000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711813_PE728492_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/386/0738621_PE741506_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-spr-39440767,kotak dengan penutup, transparan, 57x39x28 cm/45 l
VATTENKAR,379000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/493/1149392_PE884019_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/505/1150515_PE884617_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/vattenkar-art-60541566,stand laptop/monitor, kayu birch, 52x26 cm
SAMLA,179000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711823_PE728496_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/182/0418237_PE575307_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-spr-59440766,kotak dengan penutup, transparan, 57x39x42 cm/65 l
SKÅDIS,249000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/106/0710682_PE727708_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/658/1165863_PE890996_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-30320806,papan berlubang, putih, 56x56 cm
SAMLA,359000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/386/0738621_PE741506_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711819_PE728498_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-spr-09440820,kotak dengan penutup, transparan, 79x57x43 cm/130 l
BRANÄS,149000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/109/0710999_PE727908_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/064/0906446_PE575326_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/branas-art-80173153,keranjang, rotan, 32x34x32 cm
SKUBB,89900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/888/1188856_PE899592_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/043/1204329_PE906689_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/skubb-art-00472957,kotak, abu-abu tua, set isi 6
SOCKERBIT,179000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711189_PE728058_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/728/0472879_PE614303_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-art-00316066,kotak dengan penutup, putih, 38x51x30 cm
SAMLA,79900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/386/0738670_PE741520_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711820_PE728499_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-spr-39440828,kotak dengan penutup, transparan, 39x28x28 cm/22 l
SAMLA,69900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711814_PE728493_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/386/0738663_PE741515_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-spr-49440837,kotak dengan penutup, transparan, 39x28x14 cm/11 l
SKÅDIS,249000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/288/1128857_PE876711_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/288/1128874_PE876714_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-70541575,papan berlubang berdiri, putih, 56x37 cm
KUNGSFORS,349000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/125/0712554_PE728910_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/693/0869390_PE672095_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/kungsfors-art-10334927,tempat pisau bermagnet, baja tahan karat,
SAMLA,29900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/583/0758392_PE749702_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711815_PE728494_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/samla-spr-19440848,kotak dengan penutup, transparan, 28x20x14 cm/5 l
VARIERA,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/981/1098198_PE865319_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/981/1098199_PE865318_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/variera-art-10536162,sisipan rak, putih, 46x14x16 cm
SKÅDIS,329000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/408/1240803_PE919469_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/106/0710684_PE727713_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-60347178,papan berlubang, kayu, 76x56 cm
SOCKERBIT,449000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/406/1140687_PE880663_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/290/1029045_PE835634_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/sockerbit-art-10524705,kotak penyimpanan dengan penutup, abu-abu-hijau, 38x76x30 cm
